DISTRICT,INSTITUTE NAME,BRANCH NAME,SEAT TYPE,MODIFIED SEAT TYPE,CLOSING RANK,GENDER
Tirupati,Indian Institute of Technology Tirupati,"Engineering Physics (4 Years, Bachelor of Technology)",OBC-NCL,OBC,9033,Female-only
Tirupati,Indian Institute of Technology Tirupati,"Engineering Physics (4 Years, Bachelor of Technology)",SC,SC,2806,Gender-Neutral
Tirupati,Indian Institute of Technology Tirupati,"Engineering Physics (4 Years, Bachelor of Technology)",ST,ST,1190,Gender-Neutral
Tirupati,Indian Institute of Technology Tirupati,"Mechanical Engineering (4 Years, Bachelor of Technology)",OPEN,OPEN,10480,Gender-Neutral
Tirupati,Indian Institute of Technology Tirupati,"Mechanical Engineering (4 Years, Bachelor of Technology)",OPEN,OPEN,17672,Female-only
Tirupati,Indian Institute of Technology Tirupati,"Mechanical Engineering (4 Years, Bachelor of Technology)",EWS,EWS,1580,Gender-Neutral
Tirupati,Indian Institute of Technology Tirupati,"Mechanical Engineering (4 Years, Bachelor of Technology)",EWS,EWS,3045,Female-only
Tirupati,Indian Institute of Technology Tirupati,"Mechanical Engineering (4 Years, Bachelor of Technology)",OBC-NCL,OBC,4148,Gender-Neutral
Tirupati,Indian Institute of Technology Tirupati,"Mechanical Engineering (4 Years, Bachelor of Technology)",OBC-NCL,OBC,7181,Female-only
Tirupati,Indian Institute of Technology Tirupati,"Mechanical Engineering (4 Years, Bachelor of Technology)",SC,SC,2387,Gender-Neutral
Tirupati,Indian Institute of Technology Tirupati,"Mechanical Engineering (4 Years, Bachelor of Technology)",SC,SC,3569,Female-only
Tirupati,Indian Institute of Technology Tirupati,"Mechanical Engineering (4 Years, Bachelor of Technology)",ST,ST,1095,Gender-Neutral
Jammu,Indian Institute of Technology Jammu,"Chemical Engineering (4 Years, Bachelor of Technology)",OPEN,OPEN,13494,Gender-Neutral
Jammu,Indian Institute of Technology Jammu,"Chemical Engineering (4 Years, Bachelor of Technology)",OPEN,OPEN,21759,Female-only
Jammu,Indian Institute of Technology Jammu,"Chemical Engineering (4 Years, Bachelor of Technology)",EWS,EWS,2055,Gender-Neutral
Jammu,Indian Institute of Technology Jammu,"Chemical Engineering (4 Years, Bachelor of Technology)",EWS,EWS,3395,Female-only
Jammu,Indian Institute of Technology Jammu,"Chemical Engineering (4 Years, Bachelor of Technology)",OBC-NCL,OBC,5259,Gender-Neutral
Jammu,Indian Institute of Technology Jammu,"Chemical Engineering (4 Years, Bachelor of Technology)",OBC-NCL,OBC,8978,Female-only
Jammu,Indian Institute of Technology Jammu,"Chemical Engineering (4 Years, Bachelor of Technology)",SC,SC,2752,Gender-Neutral
Jammu,Indian Institute of Technology Jammu,"Chemical Engineering (4 Years, Bachelor of Technology)",SC,SC,4060,Female-only
Jammu,Indian Institute of Technology Jammu,"Chemical Engineering (4 Years, Bachelor of Technology)",ST,ST,1245,Gender-Neutral
Jammu,Indian Institute of Technology Jammu,"Chemical Engineering (4 Years, Bachelor of Technology)",ST,ST,544,Female-only
Jammu,Indian Institute of Technology Jammu,"Civil Engineering (4 Years, Bachelor of Technology)",OPEN,OPEN,14566,Gender-Neutral
Jammu,Indian Institute of Technology Jammu,"Civil Engineering (4 Years, Bachelor of Technology)",OPEN,OPEN,23902,Female-only
Jammu,Indian Institute of Technology Jammu,"Civil Engineering (4 Years, Bachelor of Technology)",EWS,EWS,2265,Gender-Neutral
Jammu,Indian Institute of Technology Jammu,"Civil Engineering (4 Years, Bachelor of Technology)",EWS,EWS,3921,Female-only
Jammu,Indian Institute of Technology Jammu,"Civil Engineering (4 Years, Bachelor of Technology)",OBC-NCL,OBC,5360,Gender-Neutral
Jammu,Indian Institute of Technology Jammu,"Civil Engineering (4 Years, Bachelor of Technology)",SC,SC,2650,Gender-Neutral
Jammu,Indian Institute of Technology Jammu,"Civil Engineering (4 Years, Bachelor of Technology)",SC,SC,4304,Female-only
Jammu,Indian Institute of Technology Jammu,"Civil Engineering (4 Years, Bachelor of Technology)",ST,ST,1026,Gender-Neutral
Jammu,Indian Institute of Technology Jammu,"Civil Engineering (4 Years, Bachelor of Technology)",ST,ST,1799,Female-only
Jammu,Indian Institute of Technology Jammu,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OPEN,OPEN,5555,Gender-Neutral
Jammu,Indian Institute of Technology Jammu,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OPEN,OPEN,11138,Female-only
Jammu,Indian Institute of Technology Jammu,"Computer Science and Engineering (4 Years, Bachelor of Technology)",EWS,EWS,862,Gender-Neutral
Jammu,Indian Institute of Technology Jammu,"Computer Science and Engineering (4 Years, Bachelor of Technology)",EWS,EWS,2119,Female-only
Jammu,Indian Institute of Technology Jammu,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OBC-NCL,OBC,2337,Gender-Neutral
Jammu,Indian Institute of Technology Jammu,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OBC-NCL,OBC,5614,Female-only
Jammu,Indian Institute of Technology Jammu,"Computer Science and Engineering (4 Years, Bachelor of Technology)",SC,SC,1093,Gender-Neutral
Jammu,Indian Institute of Technology Jammu,"Computer Science and Engineering (4 Years, Bachelor of Technology)",SC,SC,2082,Female-only
Jammu,Indian Institute of Technology Jammu,"Computer Science and Engineering (4 Years, Bachelor of Technology)",ST,ST,598,Gender-Neutral
Jammu,Indian Institute of Technology Jammu,"Electrical Engineering (4 Years, Bachelor of Technology)",OPEN,OPEN,8313,Gender-Neutral
Jammu,Indian Institute of Technology Jammu,"Electrical Engineering (4 Years, Bachelor of Technology)",OPEN,OPEN,16560,Female-only
Jammu,Indian Institute of Technology Jammu,"Electrical Engineering (4 Years, Bachelor of Technology)",EWS,EWS,1294,Gender-Neutral
Jammu,Indian Institute of Technology Jammu,"Electrical Engineering (4 Years, Bachelor of Technology)",EWS,EWS,2830,Female-only
Jammu,Indian Institute of Technology Jammu,"Electrical Engineering (4 Years, Bachelor of Technology)",OBC-NCL,OBC,3706,Gender-Neutral
Jammu,Indian Institute of Technology Jammu,"Electrical Engineering (4 Years, Bachelor of Technology)",OBC-NCL,OBC,7775,Female-only
Jammu,Indian Institute of Technology Jammu,"Electrical Engineering (4 Years, Bachelor of Technology)",SC,SC,1912,Gender-Neutral
Jammu,Indian Institute of Technology Jammu,"Electrical Engineering (4 Years, Bachelor of Technology)",SC,SC,3716,Female-only
Jammu,Indian Institute of Technology Jammu,"Electrical Engineering (4 Years, Bachelor of Technology)",ST,ST,1076,Gender-Neutral
Jammu,Indian Institute of Technology Jammu,"Materials Engineering (4 Years, Bachelor of Technology)",OPEN,OPEN,14948,Gender-Neutral
Jammu,Indian Institute of Technology Jammu,"Materials Engineering (4 Years, Bachelor of Technology)",OPEN,OPEN,24005,Female-only
Jammu,Indian Institute of Technology Jammu,"Materials Engineering (4 Years, Bachelor of Technology)",EWS,EWS,2314,Gender-Neutral
Jammu,Indian Institute of Technology Jammu,"Materials Engineering (4 Years, Bachelor of Technology)",EWS,EWS,4076,Female-only
Jammu,Indian Institute of Technology Jammu,"Materials Engineering (4 Years, Bachelor of Technology)",OBC-NCL,OBC,5580,Gender-Neutral
Jammu,Indian Institute of Technology Jammu,"Materials Engineering (4 Years, Bachelor of Technology)",SC,SC,3067,Gender-Neutral
Jammu,Indian Institute of Technology Jammu,"Materials Engineering (4 Years, Bachelor of Technology)",SC,SC,4510,Female-only
Jammu,Indian Institute of Technology Jammu,"Materials Engineering (4 Years, Bachelor of Technology)",ST,ST,1340,Gender-Neutral
Jammu,Indian Institute of Technology Jammu,"Materials Engineering (4 Years, Bachelor of Technology)",ST,ST,787,Female-only
Jammu,Indian Institute of Technology Jammu,"Mathematics and Computing (4 Years, Bachelor of Technology)",OPEN,OPEN,7085,Gender-Neutral
Jammu,Indian Institute of Technology Jammu,"Mathematics and Computing (4 Years, Bachelor of Technology)",OPEN,OPEN,13588,Female-only
Jammu,Indian Institute of Technology Jammu,"Mathematics and Computing (4 Years, Bachelor of Technology)",OPEN (PwD),OPEN,17,Gender-Neutral
Jammu,Indian Institute of Technology Jammu,"Mathematics and Computing (4 Years, Bachelor of Technology)",EWS,EWS,1159,Gender-Neutral
Jammu,Indian Institute of Technology Jammu,"Mathematics and Computing (4 Years, Bachelor of Technology)",OBC-NCL,OBC,3043,Gender-Neutral
Jammu,Indian Institute of Technology Jammu,"Mathematics and Computing (4 Years, Bachelor of Technology)",OBC-NCL,OBC,7179,Female-only
Jammu,Indian Institute of Technology Jammu,"Mathematics and Computing (4 Years, Bachelor of Technology)",SC,SC,1566,Gender-Neutral
Jammu,Indian Institute of Technology Jammu,"Mathematics and Computing (4 Years, Bachelor of Technology)",SC,SC,2750,Female-only
Jammu,Indian Institute of Technology Jammu,"Mathematics and Computing (4 Years, Bachelor of Technology)",ST,ST,902,Gender-Neutral
Jammu,Indian Institute of Technology Jammu,"Mechanical Engineering (4 Years, Bachelor of Technology)",OPEN,OPEN,11816,Gender-Neutral
Jammu,Indian Institute of Technology Jammu,"Mechanical Engineering (4 Years, Bachelor of Technology)",OPEN,OPEN,21466,Female-only
Jammu,Indian Institute of Technology Jammu,"Mechanical Engineering (4 Years, Bachelor of Technology)",EWS,EWS,1907,Gender-Neutral
Jammu,Indian Institute of Technology Jammu,"Mechanical Engineering (4 Years, Bachelor of Technology)",EWS,EWS,3588,Female-only
Jammu,Indian Institute of Technology Jammu,"Mechanical Engineering (4 Years, Bachelor of Technology)",OBC-NCL,OBC,4738,Gender-Neutral
Jammu,Indian Institute of Technology Jammu,"Mechanical Engineering (4 Years, Bachelor of Technology)",OBC-NCL,OBC,9031,Female-only
Jammu,Indian Institute of Technology Jammu,"Mechanical Engineering (4 Years, Bachelor of Technology)",SC,SC,2518,Gender-Neutral
Jammu,Indian Institute of Technology Jammu,"Mechanical Engineering (4 Years, Bachelor of Technology)",SC,SC,3839,Female-only
Jammu,Indian Institute of Technology Jammu,"Mechanical Engineering (4 Years, Bachelor of Technology)",ST,ST,1155,Gender-Neutral
Jammu,Indian Institute of Technology Jammu,"Mechanical Engineering (4 Years, Bachelor of Technology)",ST,ST,381,Female-only
Dharwad,Indian Institute of Technology Dharwad,"Chemical and Biochemical Engineering (4 Years, Bachelor of Technology)",OPEN,OPEN,14495,Gender-Neutral
Dharwad,Indian Institute of Technology Dharwad,"Chemical and Biochemical Engineering (4 Years, Bachelor of Technology)",OPEN,OPEN,21392,Female-only
Dharwad,Indian Institute of Technology Dharwad,"Chemical and Biochemical Engineering (4 Years, Bachelor of Technology)",EWS,EWS,2306,Gender-Neutral
Dharwad,Indian Institute of Technology Dharwad,"Chemical and Biochemical Engineering (4 Years, Bachelor of Technology)",EWS,EWS,3827,Female-only
Dharwad,Indian Institute of Technology Dharwad,"Chemical and Biochemical Engineering (4 Years, Bachelor of Technology)",OBC-NCL,OBC,5316,Gender-Neutral
Dharwad,Indian Institute of Technology Dharwad,"Chemical and Biochemical Engineering (4 Years, Bachelor of Technology)",OBC-NCL,OBC,9036,Female-only
Dharwad,Indian Institute of Technology Dharwad,"Chemical and Biochemical Engineering (4 Years, Bachelor of Technology)",SC,SC,3051,Gender-Neutral
Dharwad,Indian Institute of Technology Dharwad,"Chemical and Biochemical Engineering (4 Years, Bachelor of Technology)",SC,SC,4059,Female-only
Dharwad,Indian Institute of Technology Dharwad,"Chemical and Biochemical Engineering (4 Years, Bachelor of Technology)",ST,ST,1263,Gender-Neutral
Dharwad,Indian Institute of Technology Dharwad,"Civil and Infrastructure Engineering (4 Years, Bachelor of Technology)",OPEN,OPEN,14554,Gender-Neutral
Dharwad,Indian Institute of Technology Dharwad,"Civil and Infrastructure Engineering (4 Years, Bachelor of Technology)",OPEN,OPEN,23381,Female-only
Dharwad,Indian Institute of Technology Dharwad,"Civil and Infrastructure Engineering (4 Years, Bachelor of Technology)",EWS,EWS,2267,Gender-Neutral
Dharwad,Indian Institute of Technology Dharwad,"Civil and Infrastructure Engineering (4 Years, Bachelor of Technology)",EWS,EWS,3917,Female-only
Dharwad,Indian Institute of Technology Dharwad,"Civil and Infrastructure Engineering (4 Years, Bachelor of Technology)",OBC-NCL,OBC,5236,Gender-Neutral
Dharwad,Indian Institute of Technology Dharwad,"Civil and Infrastructure Engineering (4 Years, Bachelor of Technology)",OBC-NCL,OBC,9281,Female-only
Dharwad,Indian Institute of Technology Dharwad,"Civil and Infrastructure Engineering (4 Years, Bachelor of Technology)",SC,SC,2594,Gender-Neutral
Dharwad,Indian Institute of Technology Dharwad,"Civil and Infrastructure Engineering (4 Years, Bachelor of Technology)",SC,SC,4035,Female-only
Dharwad,Indian Institute of Technology Dharwad,"Civil and Infrastructure Engineering (4 Years, Bachelor of Technology)",ST,ST,1087,Gender-Neutral
Dharwad,Indian Institute of Technology Dharwad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OPEN,OPEN,5577,Gender-Neutral
Dharwad,Indian Institute of Technology Dharwad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OPEN,OPEN,11033,Female-only
Dharwad,Indian Institute of Technology Dharwad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OPEN (PwD),OPEN,123,Gender-Neutral
Dharwad,Indian Institute of Technology Dharwad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",EWS,EWS,794,Gender-Neutral
Dharwad,Indian Institute of Technology Dharwad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",EWS,EWS,1652,Female-only
Dharwad,Indian Institute of Technology Dharwad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OBC-NCL,OBC,2099,Gender-Neutral
Dharwad,Indian Institute of Technology Dharwad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OBC-NCL,OBC,4938,Female-only
Dharwad,Indian Institute of Technology Dharwad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OBC-NCL (PwD),OBC-NCL,32,Gender-Neutral
Dharwad,Indian Institute of Technology Dharwad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",SC,SC,1174,Gender-Neutral
Dharwad,Indian Institute of Technology Dharwad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",SC,SC,2129,Female-only
Dharwad,Indian Institute of Technology Dharwad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",ST,ST,591,Gender-Neutral
Dharwad,Indian Institute of Technology Dharwad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",ST,ST,1044,Female-only
Dharwad,Indian Institute of Technology Dharwad,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",OPEN,OPEN,8881,Gender-Neutral
Dharwad,Indian Institute of Technology Dharwad,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",OPEN,OPEN,15007,Female-only
Dharwad,Indian Institute of Technology Dharwad,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",OPEN (PwD),OPEN,175,Gender-Neutral
Dharwad,Indian Institute of Technology Dharwad,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",EWS,EWS,1363,Gender-Neutral
Dharwad,Indian Institute of Technology Dharwad,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",EWS,EWS,2725,Female-only
Dharwad,Indian Institute of Technology Dharwad,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",OBC-NCL,OBC,3470,Gender-Neutral
Dharwad,Indian Institute of Technology Dharwad,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",OBC-NCL,OBC,7268,Female-only
Dharwad,Indian Institute of Technology Dharwad,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",SC,SC,1927,Gender-Neutral
Dharwad,Indian Institute of Technology Dharwad,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",SC,SC,2964,Female-only
Dharwad,Indian Institute of Technology Dharwad,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",ST,ST,906,Gender-Neutral
Dharwad,Indian Institute of Technology Dharwad,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OPEN,OPEN,8144,Gender-Neutral
Dharwad,Indian Institute of Technology Dharwad,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OPEN,OPEN,14052,Female-only
Dharwad,Indian Institute of Technology Dharwad,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OPEN (PwD),OPEN,106,Gender-Neutral
Dharwad,Indian Institute of Technology Dharwad,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",EWS,EWS,1167,Gender-Neutral
Dharwad,Indian Institute of Technology Dharwad,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",EWS,EWS,2122,Female-only
Dharwad,Indian Institute of Technology Dharwad,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OBC-NCL,OBC,3107,Gender-Neutral
Dharwad,Indian Institute of Technology Dharwad,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OBC-NCL,OBC,6616,Female-only
Dharwad,Indian Institute of Technology Dharwad,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OBC-NCL (PwD),OBC-NCL,115,Gender-Neutral
Dharwad,Indian Institute of Technology Dharwad,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",SC,SC,1712,Gender-Neutral
Dharwad,Indian Institute of Technology Dharwad,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",SC,SC,2734,Female-only
Dharwad,Indian Institute of Technology Dharwad,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",ST,ST,803,Gender-Neutral
Dharwad,Indian Institute of Technology Dharwad,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",ST,ST,1347,Female-only
Dharwad,Indian Institute of Technology Dharwad,"Engineering Physics (4 Years, Bachelor of Technology)",OPEN,OPEN,11121,Gender-Neutral
Dharwad,Indian Institute of Technology Dharwad,"Engineering Physics (4 Years, Bachelor of Technology)",OPEN,OPEN,20242,Female-only
Dharwad,Indian Institute of Technology Dharwad,"Engineering Physics (4 Years, Bachelor of Technology)",EWS,EWS,2044,Gender-Neutral
Dharwad,Indian Institute of Technology Dharwad,"Engineering Physics (4 Years, Bachelor of Technology)",EWS,EWS,3749,Female-only
Dharwad,Indian Institute of Technology Dharwad,"Engineering Physics (4 Years, Bachelor of Technology)",OBC-NCL,OBC,5049,Gender-Neutral
Dharwad,Indian Institute of Technology Dharwad,"Engineering Physics (4 Years, Bachelor of Technology)",OBC-NCL,OBC,9270,Female-only
Dharwad,Indian Institute of Technology Dharwad,"Engineering Physics (4 Years, Bachelor of Technology)",SC,SC,2864,Gender-Neutral
Dharwad,Indian Institute of Technology Dharwad,"Engineering Physics (4 Years, Bachelor of Technology)",SC,SC,4066,Female-only
Dharwad,Indian Institute of Technology Dharwad,"Engineering Physics (4 Years, Bachelor of Technology)",ST,ST,1376,Gender-Neutral
Dharwad,Indian Institute of Technology Dharwad,"Interdisciplinary Sciences (5 Years, Bachelor of Science and Master of Science (Dual Degree))",OPEN,OPEN,15739,Gender-Neutral
Dharwad,Indian Institute of Technology Dharwad,"Interdisciplinary Sciences (5 Years, Bachelor of Science and Master of Science (Dual Degree))",OPEN,OPEN,24312,Female-only
Dharwad,Indian Institute of Technology Dharwad,"Interdisciplinary Sciences (5 Years, Bachelor of Science and Master of Science (Dual Degree))",EWS,EWS,2428,Gender-Neutral
Dharwad,Indian Institute of Technology Dharwad,"Interdisciplinary Sciences (5 Years, Bachelor of Science and Master of Science (Dual Degree))",EWS,EWS,4078,Female-only
Dharwad,Indian Institute of Technology Dharwad,"Interdisciplinary Sciences (5 Years, Bachelor of Science and Master of Science (Dual Degree))",OBC-NCL,OBC,5779,Gender-Neutral
Dharwad,Indian Institute of Technology Dharwad,"Interdisciplinary Sciences (5 Years, Bachelor of Science and Master of Science (Dual Degree))",SC,SC,3130,Gender-Neutral
Dharwad,Indian Institute of Technology Dharwad,"Interdisciplinary Sciences (5 Years, Bachelor of Science and Master of Science (Dual Degree))",SC,SC,4768,Female-only
Dharwad,Indian Institute of Technology Dharwad,"Interdisciplinary Sciences (5 Years, Bachelor of Science and Master of Science (Dual Degree))",ST,ST,1489,Gender-Neutral
Dharwad,Indian Institute of Technology Dharwad,"Interdisciplinary Sciences (5 Years, Bachelor of Science and Master of Science (Dual Degree))",ST,ST,1566,Female-only
Dharwad,Indian Institute of Technology Dharwad,"Mathematics and Computing (4 Years, Bachelor of Technology)",OPEN,OPEN,6935,Gender-Neutral
Dharwad,Indian Institute of Technology Dharwad,"Mathematics and Computing (4 Years, Bachelor of Technology)",OPEN,OPEN,12205,Female-only
Dharwad,Indian Institute of Technology Dharwad,"Mathematics and Computing (4 Years, Bachelor of Technology)",EWS,EWS,885,Gender-Neutral
Dharwad,Indian Institute of Technology Dharwad,"Mathematics and Computing (4 Years, Bachelor of Technology)",EWS,EWS,2046,Female-only
Dharwad,Indian Institute of Technology Dharwad,"Mathematics and Computing (4 Years, Bachelor of Technology)",OBC-NCL,OBC,2660,Gender-Neutral
Dharwad,Indian Institute of Technology Dharwad,"Mathematics and Computing (4 Years, Bachelor of Technology)",OBC-NCL,OBC,5639,Female-only
Dharwad,Indian Institute of Technology Dharwad,"Mathematics and Computing (4 Years, Bachelor of Technology)",SC,SC,1479,Gender-Neutral
Dharwad,Indian Institute of Technology Dharwad,"Mathematics and Computing (4 Years, Bachelor of Technology)",SC,SC,2799,Female-only
Dharwad,Indian Institute of Technology Dharwad,"Mathematics and Computing (4 Years, Bachelor of Technology)",ST,ST,788,Gender-Neutral
Dharwad,Indian Institute of Technology Dharwad,"Mechanical Engineering (4 Years, Bachelor of Technology)",OPEN,OPEN,11402,Gender-Neutral
Dharwad,Indian Institute of Technology Dharwad,"Mechanical Engineering (4 Years, Bachelor of Technology)",OPEN,OPEN,20579,Female-only
Dharwad,Indian Institute of Technology Dharwad,"Mechanical Engineering (4 Years, Bachelor of Technology)",EWS,EWS,1758,Gender-Neutral
Dharwad,Indian Institute of Technology Dharwad,"Mechanical Engineering (4 Years, Bachelor of Technology)",EWS,EWS,3180,Female-only
Dharwad,Indian Institute of Technology Dharwad,"Mechanical Engineering (4 Years, Bachelor of Technology)",OBC-NCL,OBC,4649,Gender-Neutral
Dharwad,Indian Institute of Technology Dharwad,"Mechanical Engineering (4 Years, Bachelor of Technology)",OBC-NCL,OBC,8380,Female-only
Dharwad,Indian Institute of Technology Dharwad,"Mechanical Engineering (4 Years, Bachelor of Technology)",SC,SC,2416,Gender-Neutral
Dharwad,Indian Institute of Technology Dharwad,"Mechanical Engineering (4 Years, Bachelor of Technology)",SC,SC,4019,Female-only
Dharwad,Indian Institute of Technology Dharwad,"Mechanical Engineering (4 Years, Bachelor of Technology)",ST,ST,1100,Gender-Neutral
Dharwad,Indian Institute of Technology Dharwad,"Mechanical Engineering (4 Years, Bachelor of Technology)",ST,ST,1687,Female-only
Jalandhar,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Bio Technology (4 Years, Bachelor of Technology)",OPEN,OPEN,60889,Gender-Neutral
Jalandhar,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Bio Technology (4 Years, Bachelor of Technology)",OPEN,OPEN,51867,Female-only
Jalandhar,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Bio Technology (4 Years, Bachelor of Technology)",EWS,EWS,12956,Gender-Neutral
Jalandhar,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Bio Technology (4 Years, Bachelor of Technology)",EWS,EWS,11417,Female-only
Jalandhar,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Bio Technology (4 Years, Bachelor of Technology)",OBC-NCL,OBC,58125,Gender-Neutral
Jalandhar,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Bio Technology (4 Years, Bachelor of Technology)",OBC-NCL,OBC,41323,Female-only
Jalandhar,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Bio Technology (4 Years, Bachelor of Technology)",SC,SC,12025,Gender-Neutral
Jalandhar,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Bio Technology (4 Years, Bachelor of Technology)",SC,SC,12329,Female-only
Jalandhar,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Bio Technology (4 Years, Bachelor of Technology)",OPEN,OPEN,41055,Gender-Neutral
Jalandhar,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Bio Technology (4 Years, Bachelor of Technology)",OPEN,OPEN,42026,Female-only
Jalandhar,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Bio Technology (4 Years, Bachelor of Technology)",EWS,EWS,7166,Gender-Neutral
Jalandhar,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Bio Technology (4 Years, Bachelor of Technology)",OBC-NCL,OBC,13520,Gender-Neutral
Jalandhar,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Bio Technology (4 Years, Bachelor of Technology)",OBC-NCL,OBC,16571,Female-only
Jalandhar,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Bio Technology (4 Years, Bachelor of Technology)",OBC-NCL (PwD),OBC-NCL,1338,Female-only
Jalandhar,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Bio Technology (4 Years, Bachelor of Technology)",SC,SC,7211,Gender-Neutral
Jalandhar,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Bio Technology (4 Years, Bachelor of Technology)",SC,SC,9232,Female-only
Jalandhar,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Bio Technology (4 Years, Bachelor of Technology)",ST,ST,2534,Gender-Neutral
Jalandhar,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Chemical Engineering (4 Years, Bachelor of Technology)",OPEN,OPEN,51765,Gender-Neutral
Jalandhar,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Chemical Engineering (4 Years, Bachelor of Technology)",OPEN,OPEN,48969,Female-only
Jalandhar,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Chemical Engineering (4 Years, Bachelor of Technology)",OPEN (PwD),OPEN,979,Gender-Neutral
Jalandhar,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Chemical Engineering (4 Years, Bachelor of Technology)",EWS,EWS,10288,Gender-Neutral
Jalandhar,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Chemical Engineering (4 Years, Bachelor of Technology)",EWS,EWS,10402,Female-only
Jalandhar,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Chemical Engineering (4 Years, Bachelor of Technology)",OBC-NCL,OBC,45149,Gender-Neutral
Jalandhar,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Chemical Engineering (4 Years, Bachelor of Technology)",OBC-NCL,OBC,53998,Female-only
Jalandhar,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Chemical Engineering (4 Years, Bachelor of Technology)",SC,SC,10121,Gender-Neutral
Jalandhar,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Chemical Engineering (4 Years, Bachelor of Technology)",SC,SC,9203,Female-only
Jalandhar,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Chemical Engineering (4 Years, Bachelor of Technology)",OPEN,OPEN,32215,Gender-Neutral
Jalandhar,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Chemical Engineering (4 Years, Bachelor of Technology)",OPEN,OPEN,38341,Female-only
Jalandhar,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Chemical Engineering (4 Years, Bachelor of Technology)",OPEN (PwD),OPEN,1997,Gender-Neutral
Jalandhar,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Chemical Engineering (4 Years, Bachelor of Technology)",EWS,EWS,5368,Gender-Neutral
Jalandhar,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Chemical Engineering (4 Years, Bachelor of Technology)",EWS,EWS,6833,Female-only
Jalandhar,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Chemical Engineering (4 Years, Bachelor of Technology)",EWS (PwD),EWS,370,Gender-Neutral
