DISTRICT,INSTITUTE NAME,BRANCH NAME,SEAT TYPE,MODIFIED SEAT TYPE,CLOSING RANK,GENDER
Bhubaneswar,Indian Institute of Technology Bhubaneswar,"Computer Science and Engineering (4 Years, Bachelor of Technology)",EWS,EWS,415,Gender-Neutral
Bhubaneswar,Indian Institute of Technology Bhubaneswar,"Computer Science and Engineering (4 Years, Bachelor of Technology)",EWS,EWS,1025,Female-only
Bhubaneswar,Indian Institute of Technology Bhubaneswar,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OBC-NCL,OBC,1220,Gender-Neutral
Bhubaneswar,Indian Institute of Technology Bhubaneswar,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OBC-NCL,OBC,2661,Female-only
Bhubaneswar,Indian Institute of Technology Bhubaneswar,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OBC-NCL (PwD),OBC-NCL,31,Gender-Neutral
Bhubaneswar,Indian Institute of Technology Bhubaneswar,"Computer Science and Engineering (4 Years, Bachelor of Technology)",SC,SC,596,Gender-Neutral
Bhubaneswar,Indian Institute of Technology Bhubaneswar,"Computer Science and Engineering (4 Years, Bachelor of Technology)",SC,SC,1313,Female-only
Bhubaneswar,Indian Institute of Technology Bhubaneswar,"Computer Science and Engineering (4 Years, Bachelor of Technology)",SC (PwD),SC,30,Gender-Neutral
Bhubaneswar,Indian Institute of Technology Bhubaneswar,"Computer Science and Engineering (4 Years, Bachelor of Technology)",ST,ST,342,Gender-Neutral
Bhubaneswar,Indian Institute of Technology Bhubaneswar,"Computer Science and Engineering (4 Years, Bachelor of Technology)",ST,ST,649,Female-only
Bhubaneswar,Indian Institute of Technology Bhubaneswar,"Electrical Engineering (4 Years, Bachelor of Technology)",OPEN,OPEN,6505,Gender-Neutral
Bhubaneswar,Indian Institute of Technology Bhubaneswar,"Electrical Engineering (4 Years, Bachelor of Technology)",OPEN,OPEN,14060,Female-only
Bhubaneswar,Indian Institute of Technology Bhubaneswar,"Electrical Engineering (4 Years, Bachelor of Technology)",OPEN (PwD),OPEN,262,Gender-Neutral
Bhubaneswar,Indian Institute of Technology Bhubaneswar,"Electrical Engineering (4 Years, Bachelor of Technology)",EWS,EWS,1120,Gender-Neutral
Bhubaneswar,Indian Institute of Technology Bhubaneswar,"Electrical Engineering (4 Years, Bachelor of Technology)",EWS,EWS,2249,Female-only
Bhubaneswar,Indian Institute of Technology Bhubaneswar,"Electrical Engineering (4 Years, Bachelor of Technology)",OBC-NCL,OBC,2710,Gender-Neutral
Bhubaneswar,Indian Institute of Technology Bhubaneswar,"Electrical Engineering (4 Years, Bachelor of Technology)",OBC-NCL,OBC,6491,Female-only
Bhubaneswar,Indian Institute of Technology Bhubaneswar,"Electrical Engineering (4 Years, Bachelor of Technology)",SC,SC,1606,Gender-Neutral
Bhubaneswar,Indian Institute of Technology Bhubaneswar,"Electrical Engineering (4 Years, Bachelor of Technology)",SC,SC,2081,Female-only
Bhubaneswar,Indian Institute of Technology Bhubaneswar,"Electrical Engineering (4 Years, Bachelor of Technology)",ST,ST,778,Gender-Neutral
Bhubaneswar,Indian Institute of Technology Bhubaneswar,"Electrical Engineering (4 Years, Bachelor of Technology)",ST,ST,1079,Female-only
Bhubaneswar,Indian Institute of Technology Bhubaneswar,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OPEN,OPEN,4798,Gender-Neutral
Bhubaneswar,Indian Institute of Technology Bhubaneswar,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OPEN,OPEN,9239,Female-only
Bhubaneswar,Indian Institute of Technology Bhubaneswar,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OPEN (PwD),OPEN,59,Gender-Neutral
Bhubaneswar,Indian Institute of Technology Bhubaneswar,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",EWS,EWS,650,Gender-Neutral
Bhubaneswar,Indian Institute of Technology Bhubaneswar,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",EWS,EWS,1431,Female-only
Bhubaneswar,Indian Institute of Technology Bhubaneswar,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OBC-NCL,OBC,1955,Gender-Neutral
Bhubaneswar,Indian Institute of Technology Bhubaneswar,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OBC-NCL,OBC,3729,Female-only
Bhubaneswar,Indian Institute of Technology Bhubaneswar,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",SC,SC,1206,Gender-Neutral
Bhubaneswar,Indian Institute of Technology Bhubaneswar,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",SC,SC,1915,Female-only
Bhubaneswar,Indian Institute of Technology Bhubaneswar,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",ST,ST,538,Gender-Neutral
Bhubaneswar,Indian Institute of Technology Bhubaneswar,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",ST,ST,910,Female-only
Bhubaneswar,Indian Institute of Technology Bhubaneswar,"Engineering Physics (4 Years, Bachelor of Technology)",OPEN,OPEN,9974,Gender-Neutral
Bhubaneswar,Indian Institute of Technology Bhubaneswar,"Engineering Physics (4 Years, Bachelor of Technology)",OPEN,OPEN,17730,Female-only
Bhubaneswar,Indian Institute of Technology Bhubaneswar,"Engineering Physics (4 Years, Bachelor of Technology)",EWS,EWS,1497,Gender-Neutral
Bhubaneswar,Indian Institute of Technology Bhubaneswar,"Engineering Physics (4 Years, Bachelor of Technology)",OBC-NCL,OBC,3779,Gender-Neutral
Bhubaneswar,Indian Institute of Technology Bhubaneswar,"Engineering Physics (4 Years, Bachelor of Technology)",OBC-NCL,OBC,9267,Female-only
Bhubaneswar,Indian Institute of Technology Bhubaneswar,"Engineering Physics (4 Years, Bachelor of Technology)",SC,SC,2104,Gender-Neutral
Bhubaneswar,Indian Institute of Technology Bhubaneswar,"Engineering Physics (4 Years, Bachelor of Technology)",SC,SC,4096,Female-only
Bhubaneswar,Indian Institute of Technology Bhubaneswar,"Engineering Physics (4 Years, Bachelor of Technology)",ST,ST,1160,Gender-Neutral
Bhubaneswar,Indian Institute of Technology Bhubaneswar,"Mechanical Engineering (4 Years, Bachelor of Technology)",OPEN,OPEN,9362,Gender-Neutral
Bhubaneswar,Indian Institute of Technology Bhubaneswar,"Mechanical Engineering (4 Years, Bachelor of Technology)",OPEN,OPEN,18217,Female-only
Bhubaneswar,Indian Institute of Technology Bhubaneswar,"Mechanical Engineering (4 Years, Bachelor of Technology)",OPEN (PwD),OPEN,172,Gender-Neutral
Bhubaneswar,Indian Institute of Technology Bhubaneswar,"Mechanical Engineering (4 Years, Bachelor of Technology)",EWS,EWS,1448,Gender-Neutral
Bhubaneswar,Indian Institute of Technology Bhubaneswar,"Mechanical Engineering (4 Years, Bachelor of Technology)",EWS,EWS,2781,Female-only
Bhubaneswar,Indian Institute of Technology Bhubaneswar,"Mechanical Engineering (4 Years, Bachelor of Technology)",OBC-NCL,OBC,3687,Gender-Neutral
Bhubaneswar,Indian Institute of Technology Bhubaneswar,"Mechanical Engineering (4 Years, Bachelor of Technology)",OBC-NCL,OBC,7759,Female-only
Bhubaneswar,Indian Institute of Technology Bhubaneswar,"Mechanical Engineering (4 Years, Bachelor of Technology)",SC,SC,2089,Gender-Neutral
Bhubaneswar,Indian Institute of Technology Bhubaneswar,"Mechanical Engineering (4 Years, Bachelor of Technology)",SC,SC,3892,Female-only
Bhubaneswar,Indian Institute of Technology Bhubaneswar,"Mechanical Engineering (4 Years, Bachelor of Technology)",ST,ST,987,Gender-Neutral
Bhubaneswar,Indian Institute of Technology Bhubaneswar,"Mechanical Engineering (4 Years, Bachelor of Technology)",ST,ST,1735,Female-only
Bhubaneswar,Indian Institute of Technology Bhubaneswar,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OPEN,OPEN,13429,Gender-Neutral
Bhubaneswar,Indian Institute of Technology Bhubaneswar,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OPEN,OPEN,20995,Female-only
Bhubaneswar,Indian Institute of Technology Bhubaneswar,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",EWS,EWS,2170,Gender-Neutral
Bhubaneswar,Indian Institute of Technology Bhubaneswar,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",EWS,EWS,3242,Female-only
Bhubaneswar,Indian Institute of Technology Bhubaneswar,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OBC-NCL,OBC,4958,Gender-Neutral
Bhubaneswar,Indian Institute of Technology Bhubaneswar,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OBC-NCL,OBC,8551,Female-only
Bhubaneswar,Indian Institute of Technology Bhubaneswar,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",SC,SC,2611,Gender-Neutral
Bhubaneswar,Indian Institute of Technology Bhubaneswar,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",SC,SC,4396,Female-only
Bhubaneswar,Indian Institute of Technology Bhubaneswar,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",ST,ST,1202,Gender-Neutral
Bhubaneswar,Indian Institute of Technology Bhubaneswar,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",ST,ST,330,Female-only
Bombay,Indian Institute of Technology Bombay,"Aerospace Engineering (4 Years, Bachelor of Technology)",OPEN,OPEN,2388,Gender-Neutral
Bombay,Indian Institute of Technology Bombay,"Aerospace Engineering (4 Years, Bachelor of Technology)",OPEN,OPEN,6360,Female-only
Bombay,Indian Institute of Technology Bombay,"Aerospace Engineering (4 Years, Bachelor of Technology)",OPEN (PwD),OPEN,44,Gender-Neutral
Bombay,Indian Institute of Technology Bombay,"Aerospace Engineering (4 Years, Bachelor of Technology)",OPEN (PwD),OPEN,41,Female-only
Bombay,Indian Institute of Technology Bombay,"Aerospace Engineering (4 Years, Bachelor of Technology)",EWS,EWS,586,Gender-Neutral
Bombay,Indian Institute of Technology Bombay,"Aerospace Engineering (4 Years, Bachelor of Technology)",EWS,EWS,1409,Female-only
Bombay,Indian Institute of Technology Bombay,"Aerospace Engineering (4 Years, Bachelor of Technology)",OBC-NCL,OBC,1448,Gender-Neutral
Bombay,Indian Institute of Technology Bombay,"Aerospace Engineering (4 Years, Bachelor of Technology)",OBC-NCL,OBC,3207,Female-only
Bombay,Indian Institute of Technology Bombay,"Aerospace Engineering (4 Years, Bachelor of Technology)",OBC-NCL (PwD),OBC-NCL,62,Gender-Neutral
Bombay,Indian Institute of Technology Bombay,"Aerospace Engineering (4 Years, Bachelor of Technology)",SC,SC,658,Gender-Neutral
Bombay,Indian Institute of Technology Bombay,"Aerospace Engineering (4 Years, Bachelor of Technology)",SC,SC,1493,Female-only
Bombay,Indian Institute of Technology Bombay,"Aerospace Engineering (4 Years, Bachelor of Technology)",ST,ST,471,Gender-Neutral
Bombay,Indian Institute of Technology Bombay,"Aerospace Engineering (4 Years, Bachelor of Technology)",ST,ST,424,Female-only
Bombay,Indian Institute of Technology Bombay,"BS in Mathematics (4 Years, Bachelor of Science)",OPEN,OPEN,1191,Gender-Neutral
Bombay,Indian Institute of Technology Bombay,"BS in Mathematics (4 Years, Bachelor of Science)",OPEN,OPEN,4101,Female-only
Bombay,Indian Institute of Technology Bombay,"BS in Mathematics (4 Years, Bachelor of Science)",OPEN (PwD),OPEN,139,Gender-Neutral
Bombay,Indian Institute of Technology Bombay,"BS in Mathematics (4 Years, Bachelor of Science)",EWS,EWS,360,Gender-Neutral
Bombay,Indian Institute of Technology Bombay,"BS in Mathematics (4 Years, Bachelor of Science)",EWS,EWS,1490,Female-only
Bombay,Indian Institute of Technology Bombay,"BS in Mathematics (4 Years, Bachelor of Science)",OBC-NCL,OBC,1155,Gender-Neutral
Bombay,Indian Institute of Technology Bombay,"BS in Mathematics (4 Years, Bachelor of Science)",OBC-NCL,OBC,3479,Female-only
Bombay,Indian Institute of Technology Bombay,"BS in Mathematics (4 Years, Bachelor of Science)",SC,SC,545,Gender-Neutral
Bombay,Indian Institute of Technology Bombay,"BS in Mathematics (4 Years, Bachelor of Science)",SC,SC,1438,Female-only
Bombay,Indian Institute of Technology Bombay,"BS in Mathematics (4 Years, Bachelor of Science)",ST,ST,247,Gender-Neutral
Bombay,Indian Institute of Technology Bombay,"Chemical Engineering (4 Years, Bachelor of Technology)",OPEN,OPEN,2507,Gender-Neutral
Bombay,Indian Institute of Technology Bombay,"Chemical Engineering (4 Years, Bachelor of Technology)",OPEN,OPEN,6650,Female-only
Bombay,Indian Institute of Technology Bombay,"Chemical Engineering (4 Years, Bachelor of Technology)",OPEN (PwD),OPEN,153,Gender-Neutral
Bombay,Indian Institute of Technology Bombay,"Chemical Engineering (4 Years, Bachelor of Technology)",OPEN (PwD),OPEN,265,Female-only
Bombay,Indian Institute of Technology Bombay,"Chemical Engineering (4 Years, Bachelor of Technology)",EWS,EWS,474,Gender-Neutral
Bombay,Indian Institute of Technology Bombay,"Chemical Engineering (4 Years, Bachelor of Technology)",EWS,EWS,1438,Female-only
Bombay,Indian Institute of Technology Bombay,"Chemical Engineering (4 Years, Bachelor of Technology)",EWS (PwD),EWS,44,Gender-Neutral
Bombay,Indian Institute of Technology Bombay,"Chemical Engineering (4 Years, Bachelor of Technology)",OBC-NCL,OBC,1307,Gender-Neutral
Bombay,Indian Institute of Technology Bombay,"Chemical Engineering (4 Years, Bachelor of Technology)",OBC-NCL,OBC,2934,Female-only
Bombay,Indian Institute of Technology Bombay,"Chemical Engineering (4 Years, Bachelor of Technology)",OBC-NCL (PwD),OBC-NCL,64,Gender-Neutral
Bombay,Indian Institute of Technology Bombay,"Chemical Engineering (4 Years, Bachelor of Technology)",SC,SC,777,Gender-Neutral
Bombay,Indian Institute of Technology Bombay,"Chemical Engineering (4 Years, Bachelor of Technology)",SC,SC,1498,Female-only
Bombay,Indian Institute of Technology Bombay,"Chemical Engineering (4 Years, Bachelor of Technology)",ST,ST,413,Gender-Neutral
Bombay,Indian Institute of Technology Bombay,"Chemical Engineering (4 Years, Bachelor of Technology)",ST,ST,742,Female-only
Bombay,Indian Institute of Technology Bombay,"Chemistry (4 Years, Bachelor of Science)",OPEN,OPEN,6969,Gender-Neutral
Bombay,Indian Institute of Technology Bombay,"Chemistry (4 Years, Bachelor of Science)",OPEN,OPEN,11262,Female-only
Bombay,Indian Institute of Technology Bombay,"Chemistry (4 Years, Bachelor of Science)",OPEN (PwD),OPEN,193,Gender-Neutral
Bombay,Indian Institute of Technology Bombay,"Chemistry (4 Years, Bachelor of Science)",EWS,EWS,1338,Gender-Neutral
Bombay,Indian Institute of Technology Bombay,"Chemistry (4 Years, Bachelor of Science)",EWS,EWS,2285,Female-only
Bombay,Indian Institute of Technology Bombay,"Chemistry (4 Years, Bachelor of Science)",OBC-NCL,OBC,3256,Gender-Neutral
Bombay,Indian Institute of Technology Bombay,"Chemistry (4 Years, Bachelor of Science)",OBC-NCL,OBC,7570,Female-only
Bombay,Indian Institute of Technology Bombay,"Chemistry (4 Years, Bachelor of Science)",SC,SC,1861,Gender-Neutral
Bombay,Indian Institute of Technology Bombay,"Chemistry (4 Years, Bachelor of Science)",SC,SC,3101,Female-only
Bombay,Indian Institute of Technology Bombay,"Chemistry (4 Years, Bachelor of Science)",ST,ST,1007,Gender-Neutral
Bombay,Indian Institute of Technology Bombay,"Chemistry (4 Years, Bachelor of Science)",ST,ST,1498,Female-only
Bombay,Indian Institute of Technology Bombay,"Civil Engineering (4 Years, Bachelor of Technology)",OPEN,OPEN,3986,Gender-Neutral
Bombay,Indian Institute of Technology Bombay,"Civil Engineering (4 Years, Bachelor of Technology)",OPEN,OPEN,8729,Female-only
Bombay,Indian Institute of Technology Bombay,"Civil Engineering (4 Years, Bachelor of Technology)",OPEN (PwD),OPEN,151,Gender-Neutral
Bombay,Indian Institute of Technology Bombay,"Civil Engineering (4 Years, Bachelor of Technology)",OPEN (PwD),OPEN,148,Female-only
Bombay,Indian Institute of Technology Bombay,"Civil Engineering (4 Years, Bachelor of Technology)",EWS,EWS,708,Gender-Neutral
Bombay,Indian Institute of Technology Bombay,"Civil Engineering (4 Years, Bachelor of Technology)",EWS,EWS,1941,Female-only
Bombay,Indian Institute of Technology Bombay,"Civil Engineering (4 Years, Bachelor of Technology)",EWS (PwD),EWS,36,Gender-Neutral
Bombay,Indian Institute of Technology Bombay,"Civil Engineering (4 Years, Bachelor of Technology)",OBC-NCL,OBC,1918,Gender-Neutral
Bombay,Indian Institute of Technology Bombay,"Civil Engineering (4 Years, Bachelor of Technology)",OBC-NCL,OBC,4709,Female-only
Bombay,Indian Institute of Technology Bombay,"Civil Engineering (4 Years, Bachelor of Technology)",OBC-NCL (PwD),OBC-NCL,53,Gender-Neutral
Bombay,Indian Institute of Technology Bombay,"Civil Engineering (4 Years, Bachelor of Technology)",SC,SC,980,Gender-Neutral
Bombay,Indian Institute of Technology Bombay,"Civil Engineering (4 Years, Bachelor of Technology)",SC,SC,1986,Female-only
Bombay,Indian Institute of Technology Bombay,"Civil Engineering (4 Years, Bachelor of Technology)",ST,ST,331,Gender-Neutral
Bombay,Indian Institute of Technology Bombay,"Civil Engineering (4 Years, Bachelor of Technology)",ST,ST,623,Female-only
Bombay,Indian Institute of Technology Bombay,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OPEN,OPEN,68,Gender-Neutral
Bombay,Indian Institute of Technology Bombay,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OPEN,OPEN,421,Female-only
Bombay,Indian Institute of Technology Bombay,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OPEN (PwD),OPEN,3,Gender-Neutral
Bombay,Indian Institute of Technology Bombay,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OPEN (PwD),OPEN,7,Female-only
Bombay,Indian Institute of Technology Bombay,"Computer Science and Engineering (4 Years, Bachelor of Technology)",EWS,EWS,23,Gender-Neutral
Bombay,Indian Institute of Technology Bombay,"Computer Science and Engineering (4 Years, Bachelor of Technology)",EWS,EWS,79,Female-only
Bombay,Indian Institute of Technology Bombay,"Computer Science and Engineering (4 Years, Bachelor of Technology)",EWS (PwD),EWS,3,Gender-Neutral
Bombay,Indian Institute of Technology Bombay,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OBC-NCL,OBC,50,Gender-Neutral
Bombay,Indian Institute of Technology Bombay,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OBC-NCL,OBC,274,Female-only
Bombay,Indian Institute of Technology Bombay,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OBC-NCL (PwD),OBC-NCL,2,Gender-Neutral
Bombay,Indian Institute of Technology Bombay,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OBC-NCL (PwD),OBC-NCL,20,Female-only
Bombay,Indian Institute of Technology Bombay,"Computer Science and Engineering (4 Years, Bachelor of Technology)",SC,SC,31,Gender-Neutral
Bombay,Indian Institute of Technology Bombay,"Computer Science and Engineering (4 Years, Bachelor of Technology)",SC,SC,71,Female-only
Bombay,Indian Institute of Technology Bombay,"Computer Science and Engineering (4 Years, Bachelor of Technology)",SC (PwD),SC,1,Gender-Neutral
Bombay,Indian Institute of Technology Bombay,"Computer Science and Engineering (4 Years, Bachelor of Technology)",ST,ST,13,Gender-Neutral
Bombay,Indian Institute of Technology Bombay,"Computer Science and Engineering (4 Years, Bachelor of Technology)",ST,ST,40,Female-only
Bombay,Indian Institute of Technology Bombay,"Computer Science and Engineering (4 Years, Bachelor of Technology)",ST (PwD),ST,1,Gender-Neutral
Bombay,Indian Institute of Technology Bombay,"Economics (4 Years, Bachelor of Science)",OPEN,OPEN,2282,Gender-Neutral
Bombay,Indian Institute of Technology Bombay,"Economics (4 Years, Bachelor of Science)",OPEN,OPEN,4123,Female-only
Bombay,Indian Institute of Technology Bombay,"Economics (4 Years, Bachelor of Science)",OPEN (PwD),OPEN,144,Gender-Neutral
Bombay,Indian Institute of Technology Bombay,"Economics (4 Years, Bachelor of Science)",EWS,EWS,412,Gender-Neutral
Bombay,Indian Institute of Technology Bombay,"Economics (4 Years, Bachelor of Science)",EWS,EWS,920,Female-only
Bombay,Indian Institute of Technology Bombay,"Economics (4 Years, Bachelor of Science)",OBC-NCL,OBC,1255,Gender-Neutral
Bombay,Indian Institute of Technology Bombay,"Economics (4 Years, Bachelor of Science)",OBC-NCL,OBC,2705,Female-only
Bombay,Indian Institute of Technology Bombay,"Economics (4 Years, Bachelor of Science)",SC,SC,722,Gender-Neutral
Bombay,Indian Institute of Technology Bombay,"Economics (4 Years, Bachelor of Science)",SC,SC,373,Female-only
Bombay,Indian Institute of Technology Bombay,"Economics (4 Years, Bachelor of Science)",ST,ST,222,Gender-Neutral
Bombay,Indian Institute of Technology Bombay,"Economics (4 Years, Bachelor of Science)",ST,ST,714,Female-only
Bombay,Indian Institute of Technology Bombay,"Electrical Engineering (4 Years, Bachelor of Technology)",OPEN,OPEN,464,Gender-Neutral
Bombay,Indian Institute of Technology Bombay,"Electrical Engineering (4 Years, Bachelor of Technology)",OPEN,OPEN,1303,Female-only
Bombay,Indian Institute of Technology Bombay,"Electrical Engineering (4 Years, Bachelor of Technology)",OPEN (PwD),OPEN,30,Gender-Neutral
Bombay,Indian Institute of Technology Bombay,"Electrical Engineering (4 Years, Bachelor of Technology)",OPEN (PwD),OPEN,77,Female-only
Bombay,Indian Institute of Technology Bombay,"Electrical Engineering (4 Years, Bachelor of Technology)",EWS,EWS,116,Gender-Neutral
Bombay,Indian Institute of Technology Bombay,"Electrical Engineering (4 Years, Bachelor of Technology)",EWS,EWS,455,Female-only
Bombay,Indian Institute of Technology Bombay,"Electrical Engineering (4 Years, Bachelor of Technology)",EWS (PwD),EWS,21,Gender-Neutral
Bombay,Indian Institute of Technology Bombay,"Electrical Engineering (4 Years, Bachelor of Technology)",OBC-NCL,OBC,317,Gender-Neutral
Bombay,Indian Institute of Technology Bombay,"Electrical Engineering (4 Years, Bachelor of Technology)",OBC-NCL,OBC,791,Female-only
Bombay,Indian Institute of Technology Bombay,"Electrical Engineering (4 Years, Bachelor of Technology)",OBC-NCL (PwD),OBC-NCL,23,Gender-Neutral
Bombay,Indian Institute of Technology Bombay,"Electrical Engineering (4 Years, Bachelor of Technology)",SC,SC,171,Gender-Neutral
Bombay,Indian Institute of Technology Bombay,"Electrical Engineering (4 Years, Bachelor of Technology)",SC,SC,368,Female-only
Bombay,Indian Institute of Technology Bombay,"Electrical Engineering (4 Years, Bachelor of Technology)",SC (PwD),SC,10,Gender-Neutral
Bombay,Indian Institute of Technology Bombay,"Electrical Engineering (4 Years, Bachelor of Technology)",ST,ST,79,Gender-Neutral
Bombay,Indian Institute of Technology Bombay,"Electrical Engineering (4 Years, Bachelor of Technology)",ST,ST,176,Female-only
Bombay,Indian Institute of Technology Bombay,"Electrical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",OPEN,OPEN,934,Gender-Neutral
Bombay,Indian Institute of Technology Bombay,"Electrical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",OPEN,OPEN,2424,Female-only
Bombay,Indian Institute of Technology Bombay,"Electrical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",OPEN (PwD),OPEN,52,Gender-Neutral
Bombay,Indian Institute of Technology Bombay,"Electrical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",OPEN (PwD),OPEN,245,Female-only
Bombay,Indian Institute of Technology Bombay,"Electrical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",EWS,EWS,197,Gender-Neutral
Bombay,Indian Institute of Technology Bombay,"Electrical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",EWS,EWS,753,Female-only
Bombay,Indian Institute of Technology Bombay,"Electrical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",OBC-NCL,OBC,529,Gender-Neutral
Bombay,Indian Institute of Technology Bombay,"Electrical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",OBC-NCL,OBC,1837,Female-only
Bombay,Indian Institute of Technology Bombay,"Electrical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",OBC-NCL (PwD),OBC-NCL,27,Gender-Neutral
Bombay,Indian Institute of Technology Bombay,"Electrical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",SC,SC,274,Gender-Neutral
Bombay,Indian Institute of Technology Bombay,"Electrical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",SC,SC,1054,Female-only
Bombay,Indian Institute of Technology Bombay,"Electrical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",ST,ST,221,Gender-Neutral
Bombay,Indian Institute of Technology Bombay,"Electrical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",ST,ST,363,Female-only
Bombay,Indian Institute of Technology Bombay,"Energy Engineering (4 Years, Bachelor of Technology)",OPEN,OPEN,2557,Gender-Neutral
Bombay,Indian Institute of Technology Bombay,"Energy Engineering (4 Years, Bachelor of Technology)",OPEN,OPEN,5537,Female-only
Bombay,Indian Institute of Technology Bombay,"Energy Engineering (4 Years, Bachelor of Technology)",OPEN (PwD),OPEN,184,Gender-Neutral
Bombay,Indian Institute of Technology Bombay,"Energy Engineering (4 Years, Bachelor of Technology)",EWS,EWS,568,Gender-Neutral
Bombay,Indian Institute of Technology Bombay,"Energy Engineering (4 Years, Bachelor of Technology)",EWS,EWS,1691,Female-only
Bombay,Indian Institute of Technology Bombay,"Energy Engineering (4 Years, Bachelor of Technology)",OBC-NCL,OBC,1645,Gender-Neutral
Bombay,Indian Institute of Technology Bombay,"Energy Engineering (4 Years, Bachelor of Technology)",OBC-NCL,OBC,3824,Female-only
Bombay,Indian Institute of Technology Bombay,"Energy Engineering (4 Years, Bachelor of Technology)",OBC-NCL (PwD),OBC-NCL,61,Gender-Neutral
